0fba443 0fae54d 0fb0923 0016925 00163df 
0fb48d1 0fa930e 0fab146 0fd9bbe 0d8c757 
0fb91bd 0facff1 0fafb88 0fd9e29 0d8c9f5 
0fb8819 0fad2bb 0faf054 0fd9dff 0d8cb55 
0fb4fbb 0fa9242 0fab92c 0fd9bd1 0d8c664 
0fbb5b7 0faf8d7 0fb1ec6 0fda045 0d8cd8f 
0fb4a13 0fa945e 0fab28b 0fd9b75 0d8c737 
0fb92e7 0fad121 0fafcac 0fd9e2f 0d8c98d 
0fb89b8 0fad466 0faf1e9 0fd9ee2 0d8cb38 
0fb4ffe 0fa92ab 0fab973 0fd9c65 0d8c4b1 
0fbb624 0faf97a 0fb1f1f 0fda2d9 0d8cb41 
0fb4a16 0fa9483 0fab26b 0fd9fe2 0d8c3c7 
0fb9301 0fad169 0fafcb8 0fda473 0d8c5b7 
0fb89e3 0fad4c3 0faf20b 0fda4ee 0d8c577 
0fb5053 0fa9325 0fab9b9 0fda2e6 0d8be7b 
0fbb678 0faf9f3 0fb1f97 0fda8d4 0d8c402 
0fb4b94 0fa9636 0fab414 0fda510 0d8bc76 
0fb942f 0fad2ab 0fafdfc 0fda623 0d8be42 
0fb8ced 0fad7c3 0faf523 0fda4e8 0d8c1ec 
0fb5313 0fa95da 0fabc70 0fda362 0d8be30 
0fbb81a 0fafb6c 0fb2117 0fda91a 0d8c3d8 
0fb4d43 0fa97d5 0fab5a4 0fda439 0d8bd75 
0fb95a6 0fad41b 0faff50 0fda59c 0d8c0b1 
0fb8dcb 0fad894 0faf5e6 0fda65d 0d8c1e9 
0fb53e1 0fa96a9 0fabd2b 0fda5c9 0d8bc9f 
0fbb9b0 0fafce8 0fb2293 0fda93e 0d8c2fe 
0fb4f7c 0fa99ef 0fab7d2 0fda1bf 0d8bc78 
0fb97b6 0fad60f 0fb0164 0fda1b9 0d8bdf6 
0fb90a0 0fadb49 0faf8cc 0fda11b 0d8be17 
0fb56a3 0fa9964 0fac01e 0fd9e41 0d8b904 
0fbbc8a 0faffc3 0fb2592 0fda0d8 0d8bf37 
0fb524d 0fa9cd5 0fabaab 0fd9c6e 0d8b80e 
0fb995a 0fad7d5 0fb0319 0fd9ee0 0d8b832 
0fb9208 0fadcdd 0fafa3a 0fd9d93 0d8b84c 
0fb58c4 0fa9bcd 0fac232 0fd9885 0d8b297 
0fbbf31 0fb02ac 0fb2841 0fd9840 0d8b5fd 
0fb54a6 0fa9f7b 0fabd05 0fd9051 0d8acbc 
0fb9c08 0fadad6 0fb05bf 0fd8f56 0d8ad84 
0fb9550 0fae05d 0fafd7e 0fd8da1 0d8b0d5 
0fb5a3a 0fa9d76 0fac3c2 0fd891e 0d8aabb 
0fbc030 0fb03dd 0fb295c 0fd8a1a 0d8b082 
0fb5611 0faa0fd 0fabe98 0fd82d4 0d8af00 
0fb9bc4 0fada92 0fb05b5 0fd84bd 0d8b2bb 
0fb94f6 0fadfde 0fafd25 0fd8575 0d8b5fa 
0fb5afb 0fa9deb 0fac45b 0fd7ca0 0d8abf0 
0fbc13f 0fb048a 0fb2a5c 0fd7ec9 0d8adc9 
0fb5671 0faa156 0fabec6 0fd7f25 0d8a450 
0fb9d12 0fadbec 0fb06de 0fd8199 0d8a519 
0fb973c 0fae275 0faff72 0fd7f25 0d8a3fa 
0fb5cd1 0faa02b 0fac63a 0fd7cfe 0d898ef 
0fbc46e 0fb0829 0fb2d76 0fd7f90 0d89ae4 
0fb5a71 0faa573 0fac2d6 0fd739a 0d88fe5 
0fba0df 0fadfb6 0fb0aaa 0fd75cf 0d88f73 
0fb99e7 0fae4f2 0fb021a 0fd787a 0d88e66 
0fb5def 0faa133 0fac749 0fd744f 0d88735 
0fbc38e 0fb06e6 0fb2c98 0fd79df 0d8911d 
0fb57fd 0faa2af 0fac069 0fd772b 0d88f29 
0fb9d5c 0fadbd9 0fb0716 0fd76a0 0d89487 
0fb9744 0fae1e4 0faff71 0fd740b 0d89b72 
0fb5b32 0fa9e31 0fac48b 0fd6ff0 0d899db 
0fbc1cd 0fb0506 0fb2ac0 0fd7272 0d8a2fa 
0fb57ea 0faa2a0 0fac04c 0fd6b6e 0d89cc9 
0fb9e71 0fadd09 0fb082e 0fd6bd1 0d89c74 
0fb9973 0fae43e 0fb01a1 0fd6a96 0d89953 
0fb5dcd 0faa0de 0fac714 0fd67e5 0d88efb 
0fbc462 0fb07bd 0fb2d47 0fd6b8e 0d89033 
0fb5aba 0faa594 0fac2fa 0fd668c 0d88409 
0fba0ce 0fadf93 0fb0a78 0fd6a58 0d88222 
0fb9b1d 0fae62b 0fb0346 0fd6a99 0d87fc9 
0fb5e9b 0faa1e6 0fac7df 0fd6744 0d8781a 
0fbc5e7 0fb093e 0fb2ec8 0fd693e 0d8802f 
0fb5a89 0faa55c 0fac2c9 0fd6190 0d87c2f 
0fb9ef1 0fadd92 0fb089c 0fd63fc 0d88231 
0fb99c1 0fae48c 0fb01ee 0fd614e 0d888c6 
0fb5d88 0faa0ad 0fac7bf 0fd57b3 0d886e3 
0fbc4e8 0fb0838 0fb2f1a 0fd567e 0d88ec4 
0fb5a6d 0faa52c 0fac2fd 0fd4bb5 0d8881b 
0fb9f9d 0fadd6c 0fb0948 0fd46a6 0d88f5b 
0fb9a75 0fae4f3 0fb029c 0fd400c 0d8984c 
0fb5f9e 0faa2e8 0fac903 0fd38ce 0d888e8 
0fbc773 0fb0af8 0fb306c 0fd367a 0d88aac 
0fb5e12 0faa903 0fac671 0fd2f87 0d87e37 
0fba3cd 0fae299 0fb0d82 0fd311c 0d87cb8 
0fb9e4a 0fae931 0fb0680 0fd2f3c 0d87bef 
0fb6159 0faa48a 0facab0 0fd2cc2 0d87440 
0fbc831 0fb0b7f 0fb3158 0fd30a8 0d8781b 
0fb5dec 0faa8c9 0fac666 0fd2bc3 0d86f24 
0fba35e 0fae1f4 0fb0d2a 0fd2e27 0d870fc 
0fb9e4b 0fae91b 0fb0676 0fd2c21 0d86fea 
0fb6169 0faa49b 0facac9 0fd25f4 0d868fe 
0fb87e4 0fac7e5 0faf1e5 0fcdb59 0d7d31f 
0fb9acf 0fae5b9 0fb0335 0fcdbfa 0d7d7b9 
0fb4acf 0fa908c 0fab423 0fcd7f3 0d7d315 
0fbb7e4 0fafaf2 0fb2148 0fcdc8f 0d7dc22 
0fb5641 0faa2d4 0fabea1 0fcd806 0d7d856 
0fb8698 0fac66a 0faf080 0fcd9a3 0d7d9de 
0fb996c 0fae431 0fb01e1 0fcda5e 0d7dcaa 
0fb48e2 0fa8e82 0fab245 0fcd630 0d7d4df 
0fbb5ef 0faf8e7 0fb1f52 0fcdb01 0d7da73 
0fb551d 0faa192 0fabd81 0fcd7f7 0d7d496 
0fb857b 0fac539 0faef69 0fcda96 0d7d453 
0fb98f4 0fae3a7 0fb015a 0fcdca7 0d7d66b 
0fb49a8 0fa8f47 0fab309 0fcdaf5 0d7cf76 
0fbb737 0fafa1d 0fb2089 0fce0e4 0d7d59d 
0fb55fd 0faa270 0fabe50 0fcddba 0d7cf7d 
0fb85e8 0fac5a0 0faefc4 0fce048 0d7cfab 
0fb9a46 0fae4f6 0fb029c 0fce21a 0d7d351 
0fb497b 0fa8f18 0fab2c4 0fcde24 0d7cd2d 
0fbb6d1 0faf9b0 0fb2015 0fce30b 0d7d5c9 
0fb5577 0faa1e2 0fabdd7 0fcdf54 0d7d2e5 
0fb845b 0fac3f9 0faee2a 0fce13e 0d7d570 
0fb9915 0fae3a4 0fb017a 0fce3cb 0d7dbbe 
0fb47d5 0fa8d63 0fab132 0fce041 0d7d797 
0fbb4da 0faf7a2 0fb1e42 0fce576 0d7e0a1 
0fb541b 0faa082 0fabc7d 0fce3aa 0d7ddd3 
0fb830d 0fac2bc 0faed0c 0fce88d 0d7df5e 
0fb9742 0fae1c6 0faffac 0fcee07 0d7e26a 
0fb453e 0fa8acd 0faae88 0fceee3 0d7da53 
0fbb22e 0faf4e3 0fb1b83 0fcf937 0d7dfdf 
0fb5160 0fa9db4 0fab9b2 0fcfc6d 0d7d9b7 
0fb8099 0fac01e 0faea79 0fd044e 0d7d911 
0fb957f 0fadfd9 0fafdd2 0fd07a9 0d7daf9 
0fb43d3 0fa8945 0faad15 0fd037a 0d7d396 
0fbb154 0faf3dc 0fb1aa2 0fd0786 0d7dacc 
0fb510e 0fa9d4b 0fab964 0fd030d 0d7d77d 
0fb7fc8 0fabf4c 0fae9b1 0fd0452 0d7da81 
0fb94e5 0fadf4d 0fafd58 0fd04f5 0d7dfd3 
0fb4423 0fa89c0 0faad77 0fd020f 0d7db26 
0fbb066 0faf32e 0fb19d6 0fd0693 0d7e204 
0fb50f0 0fa9d73 0fab966 0fd03c2 0d7de11 
0fb7f4f 0fabf2e 0fae952 0fd05c2 0d7df04 
0fb94dc 0fadfb0 0fafd53 0fd0763 0d7e28d 
0fb437f 0fa899b 0faacd5 0fd04c5 0d7dcc6 
0fbb05c 0faf3ad 0fb19e2 0fd09db 0d7e352 
0fb510e 0fa9e18 0fab981 0fd0754 0d7dec5 
0fb7fbd 0fac00a 0fae9af 0fd0a0c 0d7e094 
0fb94a3 0fadfbd 0fafd0d 0fd0aee 0d7e384 
0fb42b2 0fa8907 0faabf9 0fd08bd 0d7dd74 
0fbafe4 0faf347 0fb192e 0fd0ee2 0d7e424 
0fb5076 0fa9d8a 0fab8d1 0fd0d69 0d7df2a 
0fb7ed8 0fabf27 0fae8ad 0fd1203 0d7df40 
0fb94c2 0fadfe8 0fafd24 0fd1424 0d7e0c1 
0fb43b2 0fa8a13 0faaceb 0fd114a 0d7d969 
0fbb174 0faf4d3 0fb1ad5 0fd1632 0d7df27 
0fb523f 0fa9f5d 0faba9e 0fd11e2 0d7d95d 
0fb80f8 0fac14b 0faeaea 0fd138c 0d7dad1 
0fb977e 0fae29a 0fb0003 0fd15a1 0d7df83 
0fb4485 0fa8aef 0faadf6 0fd1503 0d7d948 
0fbb0ff 0faf42e 0fb1a74 0fd2075 0d7e04e 
0fb5088 0fa9d61 0fab909 0fd246f 0d7dc0a 
0fb7d20 0fabd27 0fae71d 0fd289f 0d7dd5b 
0fb9535 0fadfea 0fafdb5 0fd2a63 0d7e25e 
0fb41c9 0fa87d9 0faab23 0fd290a 0d7dcf9 
0fbaf8c 0faf288 0fb18f4 0fd3272 0d7e58e 
0fb50ad 0fa9d80 0fab91e 0fd2fa8 0d7e20c 
0fb7e80 0fabe9b 0fae869 0fd2f1e 0d7e26f 
0fb96e5 0fae1b6 0faff46 0fd2fba 0d7e505 
0fb439f 0fa89c5 0faacf1 0fd2d1c 0d7dcc9 
0fbb0de 0faf3bd 0fb1a3a 0fd33f1 0d7e225 
0fb5210 0fa9ec9 0faba5f 0fd31ec 0d7dcc6 
0fb7ead 0fabebb 0fae86f 0fd353a 0d7db9b 
0fb9608 0fae0e3 0fafe5d 0fd38e6 0d7dd6d 
0fb4304 0fa894b 0faac3c 0fd3790 0d7d5b7 
0fbb0bb 0faf3d6 0fb1a01 0fd3d94 0d7dc2c 
0fb516e 0fa9e6d 0fab9b9 0fd3b0c 0d7d838 
0fb7e00 0fabe49 0fae7c8 0fd3e77 0d7db25 
0fb9596 0fae08a 0fafdd8 0fd4019 0d7e03f 
0fb43b2 0fa8a14 0faacd9 0fd3deb 0d7dc6e 
0fbb13a 0faf45b 0fb1a7d 0fd4262 0d7e370 
0fb5312 0faa016 0fabb62 0fd3f7c 0d7df1c 
0fb7ece 0fabf1f 0fae8c3 0fd421e 0d7df47 
0fb9706 0fae20d 0faff85 0fd4424 0d7e204 
0fb43ba 0fa8a3b 0faacff 0fd410f 0d7db6e 
0fbb1c0 0faf4f9 0fb1b1c 0fd457f 0d7e212 
0fb52ed 0faa013 0fabb20 0fd408a 0d7dc89 
0fb7e50 0fabe9a 0fae80c 0fd4259 0d7dcfe 
0fb96fa 0fae1db 0faff52 0fd455c 0d7e09c 
0fb42c3 0fa891d 0faabf5 0fd43e0 0d7d934 
0fbb049 0faf348 0fb1985 0fd4b52 0d7de85 
0fb5253 0fa9f45 0faba91 0fd4a96 0d7d8f0 
0fb7d13 0fabd43 0fae727 0fd4e9d 0d7d7f0 
0fb976b 0fae23d 0fb0118 0fd5373 0d7dbd7 
0fb4381 0fa89e2 0faace0 0fd4da2 0d7d538 
0fbb0c6 0faf3b8 0fb1a93 0fd50e0 0d7db61 
0fb5370 0faa062 0fabba1 0fd4bd2 0d7d6ff 
0fb7e70 0fabea3 0fae82f 0fd4cb4 0d7d863 
0fb9845 0fae301 0fb00b1 0fd4d66 0d7dc37 
0fb445a 0fa8aae 0faad7b 0fd4a5a 0d7d58d 
0fbb1a5 0faf492 0fb1b65 0fd507e 0d7daeb 
0fb53ab 0faa090 0fabc02 0fd4d23 0d7d542 
0fb7e73 0fabe91 0fae910 0fd5193 0d7d52e 
0fb98b5 0fae355 0fb0263 0fd55aa 0d7d85a 
0fb4486 0fa8ac9 0faafb1 0fd5394 0d7d190 
0fbb20b 0faf4e3 0fb1c3a 0fd5717 0d7d7b6 
0fb549f 0faa17c 0fabe69 0fd54ee 0d7d343 
0fb7ee4 0fabef2 0fae9ea 0fd563d 0d7d3f6 
0fb9919 0fae3ad 0fb0277 0fd5713 0d7d755 
0fb44c3 0fa8afc 0faafdd 0fd5437 0d7d03b 
0fbb333 0faf5d6 0fb1d5b 0fd57b6 0d7d69d 
0fb55de 0faa288 0fabfe3 0fd548f 0d7d176 
0fb7ff3 0fabfcb 0faeb42 0fd5546 0d7d13e 
0fb9a36 0fae482 0fb03f7 0fd5534 0d7d4c9 
0fb46d3 0fa8ccd 0fab045 0fd4f76 0d7cfcb 
0fbb504 0faf780 0fb1fda 0fd5596 0d7d7b1 
0fb5765 0faa3f2 0fac089 0fd50fc 0d7d38c 
0fb80fe 0fac0cb 0faebc4 0fd52af 0d7d44b 
0fb9aa0 0fae4ea 0fb048a 0fd5518 0d7d710 
0fb45bc 0fa8bc0 0fab077 0fd53bb 0d7cffb 
0fbb3de 0faf653 0fb1d91 0fd5a39 0d7d692 
0fb561f 0faa2aa 0fabf0b 0fd5857 0d7d047 
0fb7e85 0fabe4b 0fae8a4 0fd5a77 0d7cee0 
0fb9930 0fae385 0fb01a6 0fd5c97 0d7d135 
0fb4494 0fa8ab3 0faae02 0fd5ace 0d7c9a8 
0fbb2e1 0faf56a 0fb1c10 0fd60c7 0d7ced1 
0fb5676 0faa319 0fabebe 0fd5d2c 0d7c94d 
0fb7ed9 0fabec2 0fae8bc 0fd5c71 0d7c6fe 
0fb9a62 0fae4c7 0fb02ca 0fd5dba 0d7c99e 
0fb44b0 0fa8adb 0faae60 0fd591d 0d7c22c 
0fbb28e 0faf516 0fb1c11 0fd5b4a 0d7c8ed 
0fb565f 0faa30e 0fabf56 0fd57ec 0d7c5e6 
0fb7edf 0fabebb 0fae91d 0fd5991 0d7c794 
0fb99e5 0fae425 0fb0272 0fd5b2b 0d7cc2e 
0fb44cd 0fa8ae7 0faae6b 0fd59a1 0d7c7f4 
0fbb1ed 0faf455 0fb1b5c 0fd5cf0 0d7cfa2 
0fb5599 0faa224 0fabe34 0fd5a08 0d7cd94 
0fb7cf1 0fabcad 0fae6c4 0fd5db0 0d7cf6b 
0fb98d3 0fae305 0fb0107 0fd613b 0d7d26b 
0fb4309 0fa892a 0faac39 0fd5e30 0d7c97e 
0fbb0f2 0faf364 0fb1a32 0fd6464 0d7cdc7 
0fb54a1 0faa132 0fabccc 0fd6483 0d7c7c5 
0fb7c61 0fabc1f 0fae5f8 0fd6a4b 0d7c6f1 
0fb98ab 0fae2cb 0fb00e4 0fd6d3e 0d7caf0 
0fb438e 0fa89a2 0faaca3 0fd67ba 0d7c5bc 
0fbb111 0faf34f 0fb1a37 0fd695c 0d7cd3f 
0fb54b1 0faa144 0fabcc6 0fd6565 0d7cafc 
0fb7b28 0fabb00 0fae4e2 0fd65bf 0d7ccc2 
0fb9919 0fae366 0fb015d 0fd660d 0d7d2a4 
0fb42da 0fa892d 0faabf3 0fd6054 0d7cc5a 
0fbb106 0faf3a1 0fb1a3a 0fd652b 0d7d377 
0fb54f1 0faa1dc 0fabd12 0fd62a1 0d7cef3 
0fb7ca5 0fabce5 0fae63d 0fd6526 0d7cf39 
0fb9aa5 0fae556 0fb02d4 0fd6743 0d7d198 
0fb440b 0fa8ae3 0faad07 0fd6476 0d7c87c 
0fbb0c6 0faf3da 0fb1a0d 0fd694c 0d7cc02 
0fb5564 0faa2cc 0fabda8 0fd6661 0d7c657 
0fb7b7b 0fabc2a 0fae555 0fd673d 0d7c580 
0fb99d0 0fae4d1 0fb0236 0fd68f2 0d7c9cb 
0fb4325 0fa8a4c 0faac60 0fd658d 0d7c41a 
0fbb06c 0faf391 0fb19c4 0fd697b 0d7ca9d 
0fb5541 0faa2aa 0fabd84 0fd6558 0d7c6ce 
0fb7c33 0fabccb 0fae60c 0fd666f 0d7c81f 
0fb99d4 0fae4b1 0fb022f 0fd6794 0d7cbcd 
0fb42f5 0fa89f2 0faac07 0fd6510 0d7c5a7 
0fbb110 0faf423 0fb1a52 0fd6a07 0d7cbf0 
0fb5639 0faa3a4 0fabe6a 0fd64bc 0d7c5d7 
0fb7cb6 0fabd5f 0fae67b 0fd6330 0d7c420 
0fb9b96 0fae676 0fb03f7 0fd6268 0d7c678 
0fb4415 0fa8b38 0faad4d 0fd5e35 0d7be13 
0fbb170 0faf490 0fb1ac6 0fd6424 0d7c2ff 
0fb5723 0faa4a6 0fabf5d 0fd6384 0d7bd10 
0fb7ced 0fabd93 0fae6c3 0fd6728 0d7ba79 
0fb9adc 0fae59d 0fb0349 0fd6b25 0d7bc5a 
0fb4442 0fa8b3c 0faad69 0fd67a4 0d7b688 
0fbb3d2 0faf6b8 0fb1d12 0fd6880 0d7bf04 
0fb58b0 0faa5eb 0fac0d2 0fd63ca 0d7bcd1 
0fb7d99 0fabe09 0fae74c 0fd660c 0d7bf38 
0fb9d20 0fae7bf 0fb0563 0fd64f3 0d7c478 
0fb45bd 0fa8ca6 0faaedf 0fd5d20 0d7bd00 
0fbb57a 0faf857 0fb1e9f 0fd60c4 0d7c210 
0fb5b00 0faa839 0fac33a 0fd5caf 0d7ba16 
0fb805b 0fac0d7 0faea14 0fd5d78 0d7b7db 
0fba008 0faeab4 0fb0853 0fd5d31 0d7b832 
0fb484b 0fa8f63 0fab1c6 0fd5955 0d7aece 
0fbb617 0faf918 0fb1f66 0fd5d3f 0d7b2e2 
0fb5c7e 0faa9f3 0fac515 0fd59ac 0d7ad89 
0fb8032 0fac0c8 0faea64 0fd592d 0d7acdf 
0fba14d 0faebfe 0fb0a00 0fd59f2 0d7b248 
0fb4834 0fa8f56 0fab286 0fd5605 0d7ac5e 
0fbb5c0 0faf8a8 0fb1fd3 0fd57d6 0d7b2a5 
0fb5d45 0faaa9f 0fac68b 0fd50f9 0d7aef9 
0fb81bd 0fac24f 0faeb7e 0fd4b70 0d7ae91 
0fba391 0faee31 0fb0bd1 0fd470f 0d7b1b3 
0fb4b54 0fa927c 0fab45a 0fd3e98 0d7ab3b 
0fbb976 0fafc60 0fb22b4 0fd3ea9 0d7b1df 
0fb611d 0faae8d 0fac931 0fd376a 0d7ae6f 
0fb841b 0fac4bc 0faedba 0fd343a 0d7ad2a 
0fba63f 0faf0dc 0fb0e75 0fd326c 0d7af18 
0fb4d18 0fa944d 0fab617 0fd2b9c 0d7a56e 
0fbbbbc 0fafe94 0fb24eb 0fd2ed1 0d7a8e0 
0fb62ab 0fab012 0facac6 0fd2ac1 0d7a0d1 
0fb8511 0fac5b1 0faeebd 0fd2b33 0d79cd6 
0fba80c 0faf2aa 0fb103d 0fd2d11 0d79dcb 
0fb4f13 0fa964d 0fab7ff 0fd29e7 0d794df 
0fbbd2a 0fafff2 0fb266a 0fd2da1 0d7995e 
0fb6453 0fab1ad 0facc73 0fd276b 0d79324 
0fb86f5 0fac774 0faf09a 0fd2617 0d791f9 
0fbaa9e 0faf516 0fb12e3 0fd24a2 0d794b5 
0fb5080 0fa9797 0fab991 0fd1c56 0d78c80 
0fbbf22 0fb01ce 0fb2874 0fd1d4f 0d792ea 
0fb6697 0fab3e5 0facec5 0fd1584 0d78dd4 
0fb87cd 0fac84d 0faf197 0fd12ed 0d78cbd 
0fbab36 0faf59f 0fb1393 0fd1209 0d79088 
0fb512f 0fa9850 0faba42 0fd0bcb 0d78942 
0fbbf0c 0fb0199 0fb2853 0fd0e50 0d78e67 
0fb66f9 0fab434 0facf1d 0fd0931 0d788af 
0fb881a 0fac88d 0faf1d6 0fd08e4 0d78709 
0fbac3b 0faf690 0fb148e 0fd09e0 0d78a52 
0fb51dc 0fa9906 0fabaef 0fd045d 0d78288 
0fbc0c6 0fb0356 0fb2a1f 0fd0835 0d7886d 
0fb68d5 0fab60f 0fad10d 0fd03f4 0d7837c 
0fb8920 0fac996 0faf309 0fd045c 0d782d2 
0fbad19 0faf75e 0fb1588 0fd050d 0d78699 
0fb5205 0fa9909 0fabb1d 0fcfffa 0d77fb1 
0fbbffd 0fb026d 0fb2941 0fd03a6 0d78654 
0fb6863 0fab57f 0fad07a 0fcfea4 0d782ca 
0fb887d 0fac8d1 0faf222 0fcfe52 0d78312 
0fbac24 0faf645 0fb1462 0fcfe1d 0d7876b 
0fb5139 0fa9828 0faba42 0fcf8b4 0d78225 
0fbbf47 0fb019a 0fb28a3 0fcfbd1 0d78955 
0fb678c 0fab4a5 0facfe0 0fcf655 0d7854f 
0fb86f2 0fac746 0faf0c8 0fcf550 0d78467 
0fbabfb 0faf609 0fb1460 0fcf5ff 0d7885e 
0fb5125 0fa9812 0faba22 0fcf11a 0d780dd 
0fbbe90 0fb00c7 0fb27e4 0fcf3d2 0d78543 
0fb684d 0fab542 0fad059 0fcf008 0d78062 
0fb871d 0fac755 0faf0d4 0fcef4b 0d77dd3 
0fbacbd 0faf6c1 0fb151c 0fcf0fd 0d78046 
0fb5178 0fa9858 0faba72 0fcec70 0d777b5 
0fbbf30 0fb0152 0fb2869 0fcf00c 0d77c63 
0fb6873 0fab56b 0fad07c 0fcebc6 0d77741 
0fb86fa 0fac72f 0faf09b 0fceb5f 0d775b3 
0fbac2f 0faf61b 0fb1483 0fcec52 0d778dc 
0fb5137 0fa981b 0faba31 0fce8e9 0d771cc 
0fbbed4 0fb0103 0fb2830 0fced2e 0d776dd 
0fb6833 0fab52b 0fad05e 0fce8b4 0d772a1 
0fb858b 0fac5b2 0faef44 0fce88d 0d772e7 
0fbab03 0faf4dd 0fb134e 0fcea2e 0d77a19 
0fb4e7d 0fa955c 0fab76c 0fce58b 0d775c6 
0fbbb01 0fafd0c 0fb245d 0fce876 0d77c6a 
0fb645d 0fab146 0facc96 0fce4a4 0d7797e 
0fb818d 0fac1aa 0faeb57 0fce501 0d77a27 
0fba7b6 0faf191 0fb1033 0fce739 0d77f2f 
0fb4c9f 0fa938b 0fab5a0 0fce365 0d777ee 
0fbba9c 0fafc9d 0fb23da 0fce6de 0d77c44 
0fb64c7 0fab199 0faccd8 0fce2f1 0d77717 
0fb82f3 0fac30a 0faeca4 0fce33c 0d7751c 
0fba9f5 0faf3cc 0fb1254 0fce45e 0d77654 
0fb4e3b 0fa9553 0fab752 0fcdf9d 0d76d92 
0fbbb57 0fafd80 0fb24ca 0fce252 0d77278 
0fb6552 0fab27e 0facd9f 0fcdea1 0d76e9f 
0fb8295 0fac314 0faec79 0fcdf71 0d76d91 
0fba9b2 0faf3e2 0fb122e 0fce1e0 0d7720c 
0fb4cb6 0fa942b 0fab5ee 0fcdd1d 0d769cf 
0fbbaaa 0fafd3e 0fb242e 0fce16f 0d76fdd 
0fb64d5 0fab267 0facd37 0fcde4e 0d76c47 
0fb81de 0fac2bc 0faebb6 0fcdf3c 0d76d87 
0fba771 0faf1e0 0fb0ff7 0fce07b 0d773c5 
0fb49da 0fa916d 0fab30b 0fcdc21 0d76f63 
0fbb74a 0faf9f8 0fb20d8 0fce094 0d777b1 
0fb61f5 0faaf8c 0faca63 0fcdd77 0d775fe 
0fb7e52 0fabf2d 0fae84c 0fcdd8f 0d7754b 
0fba5a7 0faf01c 0fb0e39 0fcdf38 0d7791d 
0fb495f 0fa9109 0fab295 0fcdb13 0d77037 
0fbb80c 0fafacc 0fb2182 0fcdfc8 0d77364 
0fb638c 0fab154 0facbc3 0fcdc8e 0d76ae6 
0fb8078 0fac159 0faea41 0fcdd34 0d76604 
0fba790 0faf1f8 0fb0fff 0fcde50 0d76716 
0fb4b06 0fa92a6 0fab424 0fcda22 0d75f53 
0fbb90d 0fafbae 0fb2275 0fcde30 0d76557 
0fb63fc 0fab177 0facc2f 0fcdaa5 0d762c1 
0fb8047 0fac104 0faea10 0fcdc48 0d76482 
0fba71a 0faf153 0fb0f90 0fcddc0 0d76a07 
0fb498f 0fa9105 0fab2ad 0fcd91d 0d7654c 
0fbb793 0faf9f2 0fb20fe 0fcdd47 0d76e4d 
0fb6299 0faafea 0facade 0fcd9c0 0d76e13 
0fb7dcb 0fabe62 0fae7aa 0fcdaac 0d77113 
0fba614 0faf019 0fb0ebb 0fcdc2b 0d777a6 
0fb486a 0fa8fcc 0fab1ac 0fcd6d8 0d770f5 
0fbb6c2 0faf911 0fb203e 0fcdb02 0d775ea 
0fb6297 0faafed 0facae9 0fcd7cb 0d76e8c 
0fb7e17 0fabeaf 0fae7f9 0fcd927 0d7697c 
0fba786 0faf179 0fb0ffe 0fcdba8 0d768b2 
0fb49bc 0fa9104 0fab2bd 0fcd79b 0d75e6c 
0fbb69d 0faf8e0 0fb1ff1 0fcdd59 0d76243 
0fb6265 0faafc9 0facab2 0fcdba1 0d75d22 
0fb7c6c 0fabd10 0fae63e 0fcddbd 0d75b36 
0fba5ab 0faefaf 0fb0e26 0fce13e 0d76081 
0fb4692 0fa8e1f 0faafcf 0fcdd3f 0d75b49 
0fbb3c8 0faf615 0fb1d40 0fce1ff 0d76466 
0fb5f47 0faaca5 0fac79e 0fcded1 0d763b2 
0fb7980 0faba1d 0fae35c 0fce06c 0d76744 
0fba261 0faec48 0fb0ae7 0fce201 0d7706b 
0fb434d 0fa8ac9 0faac7c 0fcdd34 0d76e36 
0fbb004 0faf23f 0fb1995 0fce0f0 0d77833 
0fb5c13 0faa953 0fac47a 0fcdde5 0d77809 
0fb7572 0fab5ef 0fadf5e 0fcdf26 0d77921 
0fb9f51 0fae92f 0fb07e8 0fce117 0d77d1c 
0fb410c 0fa8891 0faaa48 0fcdd58 0d77418 
0fbafce 0faf210 0fb1968 0fce3df 0d777c3 
0fb5c2c 0faa985 0fac492 0fce247 0d770dc 
0fb7599 0fab646 0fadfae 0fce720 0d76d45 
0fba043 0faea3d 0fb08e1 0fceed1 0d76edc 
0fb4034 0fa87cf 0faa980 0fceed8 0d76478 
0fbada7 0faefe6 0fb174f 0fcf8fa 0d76936 
0fb5946 0faa68c 0fac1aa 0fcfa00 0d7642e 
0fb7213 0fab2a7 0fadc12 0fcfe2c 0d76475 
0fb9d07 0fae6e1 0fb05b1 0fd0307 0d76a6e 
0fb3dcb 0fa855b 0faa705 0fd0111 0d76492 
0fbaaf1 0faed19 0fb149b 0fd0620 0d76b4d 
0fb5810 0faa55a 0fac085 0fd0342 0d768fa 
0fb70ca 0fab15d 0fadad9 0fd0427 0d769e1 
0fb9bf8 0fae5c4 0fb04b8 0fd05fb 0d76fb3 
0fb3cc2 0fa8452 0faa61e 0fd0158 0d76a63 
0fbaa85 0faec9c 0fb1425 0fd05fe 0d7714c 
0fb5882 0faa5c5 0fac0e4 0fd03f5 0d76e0b 
0fb6f9d 0fab03c 0fad9a7 0fd0550 0d76c30 
0fb9ba1 0fae574 0fb044f 0fd093b 0d7714f 
0fb3c17 0fa83ab 0faa559 0fd08a9 0d76ae4 
